index,timestamp,temperature_c,humidity_percent,status,note
78,2026-09-25 21:18:11.452,24.1,57.0,ok,
79,2026-09-25 21:18:14.453,24.1,57.0,ok,
80,2026-09-25 21:18:17.453,24.0,57.0,ok,
81,2026-09-25 21:18:20.453,23.9,57.0,ok,
82,2026-09-25 21:18:23.453,23.9,57.0,ok,
83,2026-09-25 21:18:26.453,23.8,57.0,ok,
84,2026-09-25 21:18:29.453,23.8,57.0,ok,
85,2026-09-25 21:18:32.453,23.8,57.0,ok,
86,2026-09-25 21:18:35.453,23.8,57.0,ok,
87,2026-09-25 21:18:38.453,23.8,57.0,ok,
88,2026-09-25 21:18:41.453,23.8,57.0,ok,
89,2026-09-25 21:18:44.453,23.8,57.0,ok,
90,2026-09-25 21:18:47.453,23.8,57.0,ok,
91,2026-09-25 21:18:50.453,23.8,57.0,ok,
92,2026-09-25 21:18:53.453,23.8,57.0,ok,
93,2026-09-25 21:18:56.454,23.8,57.0,ok,
94,2026-09-25 21:18:59.454,23.8,57.0,ok,
95,2026-09-25 21:19:02.454,23.8,57.0,ok,
96,2026-09-25 21:19:05.454,23.8,57.0,ok,
97,2026-09-25 21:19:08.454,23.8,57.0,ok,
98,2026-09-25 21:19:11.454,23.8,57.0,ok,
99,2026-09-25 21:19:14.454,23.8,57.0,ok,
100,2026-09-25 21:19:17.454,23.8,57.0,ok,
101,2026-09-25 21:19:20.454,23.8,57.0,ok,
102,2026-09-25 21:19:23.454,23.8,57.0,ok,
103,2026-09-25 21:19:26.454,23.8,57.0,ok,
104,2026-09-25 21:19:29.454,23.8,57.0,ok,
105,2026-09-25 21:19:32.454,23.8,57.0,ok,
106,2026-09-25 21:19:35.454,23.8,57.0,ok,
107,2026-09-25 21:19:38.455,23.8,57.0,ok,
108,2026-09-25 21:19:41.455,23.8,57.0,ok,
109,2026-09-25 21:19:44.455,23.8,57.0,ok,
110,2026-09-25 21:19:47.455,23.8,57.0,ok,
111,2026-09-25 21:19:50.455,23.8,57.0,ok,
